ID,Name,Description,Media_Type,Download_URL,Path_In_Zip
EAEA0-94AC-F74D-E89E-0_t,t_GML-Au271-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-94AC-F74D-E89E-0.jpg
EAEA0-94AC-F74D-E89E-0_w,w_GML-Au271-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-94AC-F74D-E89E-0.jpg
EAEA0-98CF-3BE7-8870-0,GML-Hauptkatalog-Au271.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_9.zip,amsd/EAEA0-9/EAEA0-98CF-3BE7-8870-0.png
EAEA0-98CF-3BE7-8870-0_t,t_GML-Hauptkatalog-Au271.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-98CF-3BE7-8870-0.jpg
EAEA0-98CF-3BE7-8870-0_w,w_GML-Hauptkatalog-Au271.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-98CF-3BE7-8870-0.jpg
EAEA0-6766-EC02-8049-0,GML-Au272-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_6.zip,amsd/EAEA0-6/EAEA0-6766-EC02-8049-0.png
EAEA0-6766-EC02-8049-0_t,t_GML-Au272-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-6766-EC02-8049-0.jpg
EAEA0-6766-EC02-8049-0_w,w_GML-Au272-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-6766-EC02-8049-0.jpg
EAEA0-55B1-F57F-B349-0,GML-Au272-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_5.zip,amsd/EAEA0-5/EAEA0-55B1-F57F-B349-0.png
EAEA0-55B1-F57F-B349-0_t,t_GML-Au272-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-55B1-F57F-B349-0.jpg
EAEA0-55B1-F57F-B349-0_w,w_GML-Au272-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-55B1-F57F-B349-0.jpg
EAEA0-BE49-3AB8-B4D9-0,GML-Au272-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_B.zip,amsd/EAEA0-B/EAEA0-BE49-3AB8-B4D9-0.png
EAEA0-BE49-3AB8-B4D9-0_t,t_GML-Au272-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-BE49-3AB8-B4D9-0.jpg
EAEA0-BE49-3AB8-B4D9-0_w,w_GML-Au272-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-BE49-3AB8-B4D9-0.jpg
EAEA0-5E4C-C510-A338-0,GML-Hauptkatalog-Au272.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_5.zip,amsd/EAEA0-5/EAEA0-5E4C-C510-A338-0.png
EAEA0-5E4C-C510-A338-0_t,t_GML-Hauptkatalog-Au272.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-5E4C-C510-A338-0.jpg
EAEA0-5E4C-C510-A338-0_w,w_GML-Hauptkatalog-Au272.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-5E4C-C510-A338-0.jpg
EAEA0-6B13-3023-675F-0,GML-Au273-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_6.zip,amsd/EAEA0-6/EAEA0-6B13-3023-675F-0.png
EAEA0-6B13-3023-675F-0_t,t_GML-Au273-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-6B13-3023-675F-0.jpg
EAEA0-6B13-3023-675F-0_w,w_GML-Au273-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-6B13-3023-675F-0.jpg
EAEA0-EA66-C31D-4B61-0,GML-Au273-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_E.zip,amsd/EAEA0-E/EAEA0-EA66-C31D-4B61-0.png
EAEA0-EA66-C31D-4B61-0_t,t_GML-Au273-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-EA66-C31D-4B61-0.jpg
EAEA0-EA66-C31D-4B61-0_w,w_GML-Au273-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-EA66-C31D-4B61-0.jpg
EAEA0-6AE8-8118-5DE8-0,GML-Au273-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_6.zip,amsd/EAEA0-6/EAEA0-6AE8-8118-5DE8-0.png
EAEA0-6AE8-8118-5DE8-0_t,t_GML-Au273-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-6AE8-8118-5DE8-0.jpg
EAEA0-6AE8-8118-5DE8-0_w,w_GML-Au273-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-6AE8-8118-5DE8-0.jpg
EAEA0-0CB3-8B11-6DD1-0,GML-Hauptkatalog-Au273.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_0.zip,amsd/EAEA0-0/EAEA0-0CB3-8B11-6DD1-0.png
EAEA0-0CB3-8B11-6DD1-0_t,t_GML-Hauptkatalog-Au273.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-0CB3-8B11-6DD1-0.jpg
EAEA0-0CB3-8B11-6DD1-0_w,w_GML-Hauptkatalog-Au273.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-0CB3-8B11-6DD1-0.jpg
EAEA0-9CA7-702F-2D9E-0,GML-Hauptkatalog-Au275.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_9.zip,amsd/EAEA0-9/EAEA0-9CA7-702F-2D9E-0.png
EAEA0-9CA7-702F-2D9E-0_t,t_GML-Hauptkatalog-Au275.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-9CA7-702F-2D9E-0.jpg
EAEA0-9CA7-702F-2D9E-0_w,w_GML-Hauptkatalog-Au275.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-9CA7-702F-2D9E-0.jpg
EAEA0-35E9-BB15-C08B-0,GML-Au275-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_3.zip,amsd/EAEA0-3/EAEA0-35E9-BB15-C08B-0.png
EAEA0-35E9-BB15-C08B-0_t,t_GML-Au275-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-35E9-BB15-C08B-0.jpg
EAEA0-35E9-BB15-C08B-0_w,w_GML-Au275-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-35E9-BB15-C08B-0.jpg
EAEA0-5BD1-7F2D-2E92-0,GML-Au275-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_5.zip,amsd/EAEA0-5/EAEA0-5BD1-7F2D-2E92-0.png
EAEA0-5BD1-7F2D-2E92-0_t,t_GML-Au275-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-5BD1-7F2D-2E92-0.jpg
EAEA0-5BD1-7F2D-2E92-0_w,w_GML-Au275-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-5BD1-7F2D-2E92-0.jpg
EAEA0-3CB0-D866-68AB-0,GML-Au275-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_3.zip,amsd/EAEA0-3/EAEA0-3CB0-D866-68AB-0.png
EAEA0-3CB0-D866-68AB-0_t,t_GML-Au275-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-3CB0-D866-68AB-0.jpg
EAEA0-3CB0-D866-68AB-0_w,w_GML-Au275-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-3CB0-D866-68AB-0.jpg
EAEA0-BC34-2E54-AC1D-0,GML-Au276-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_B.zip,amsd/EAEA0-B/EAEA0-BC34-2E54-AC1D-0.png
EAEA0-BC34-2E54-AC1D-0_t,t_GML-Au276-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-BC34-2E54-AC1D-0.jpg
EAEA0-BC34-2E54-AC1D-0_w,w_GML-Au276-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-BC34-2E54-AC1D-0.jpg
EAEA0-B569-4E3D-BE29-0,GML-Hauptkatalog-Au276.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_B.zip,amsd/EAEA0-B/EAEA0-B569-4E3D-BE29-0.png
EAEA0-B569-4E3D-BE29-0_t,t_GML-Hauptkatalog-Au276.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B569-4E3D-BE29-0.jpg
EAEA0-B569-4E3D-BE29-0_w,w_GML-Hauptkatalog-Au276.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B569-4E3D-BE29-0.jpg
EAEA0-B241-DCCB-A58A-0,GML-Au276-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_B.zip,amsd/EAEA0-B/EAEA0-B241-DCCB-A58A-0.png
EAEA0-B241-DCCB-A58A-0_t,t_GML-Au276-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B241-DCCB-A58A-0.jpg
EAEA0-B241-DCCB-A58A-0_w,w_GML-Au276-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B241-DCCB-A58A-0.jpg
EAEA0-2813-766A-A7B0-0,GML-Au276-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_2.zip,amsd/EAEA0-2/EAEA0-2813-766A-A7B0-0.png
EAEA0-2813-766A-A7B0-0_t,t_GML-Au276-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-2813-766A-A7B0-0.jpg
EAEA0-2813-766A-A7B0-0_w,w_GML-Au276-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-2813-766A-A7B0-0.jpg
EAEA0-D037-4259-1154-0,GML-Au277-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_D.zip,amsd/EAEA0-D/EAEA0-D037-4259-1154-0.png
EAEA0-D037-4259-1154-0_t,t_GML-Au277-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-D037-4259-1154-0.jpg
EAEA0-D037-4259-1154-0_w,w_GML-Au277-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-D037-4259-1154-0.jpg
EAEA0-B704-FA70-D18F-0,GML-Au277-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_B.zip,amsd/EAEA0-B/EAEA0-B704-FA70-D18F-0.png
EAEA0-B704-FA70-D18F-0_t,t_GML-Au277-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B704-FA70-D18F-0.jpg
EAEA0-B704-FA70-D18F-0_w,w_GML-Au277-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B704-FA70-D18F-0.jpg
EAEA0-75C0-AC77-025D-0,GML-Au277-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_7.zip,amsd/EAEA0-7/EAEA0-75C0-AC77-025D-0.png
EAEA0-75C0-AC77-025D-0_t,t_GML-Au277-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-75C0-AC77-025D-0.jpg
EAEA0-75C0-AC77-025D-0_w,w_GML-Au277-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-75C0-AC77-025D-0.jpg
EAEA0-C112-A00D-C54E-0,GML-Hauptkatalog-Au277.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_C.zip,amsd/EAEA0-C/EAEA0-C112-A00D-C54E-0.png
EAEA0-C112-A00D-C54E-0_t,t_GML-Hauptkatalog-Au277.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-C112-A00D-C54E-0.jpg
EAEA0-C112-A00D-C54E-0_w,w_GML-Hauptkatalog-Au277.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-C112-A00D-C54E-0.jpg
EAEA0-71BB-0506-9F06-0,00-No_image_available.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_7.zip,amsd/EAEA0-7/EAEA0-71BB-0506-9F06-0.png
EAEA0-71BB-0506-9F06-0_t,t_00-No_image_available.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-71BB-0506-9F06-0.jpg
EAEA0-71BB-0506-9F06-0_w,w_00-No_image_available.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-71BB-0506-9F06-0.jpg
EAEA0-9B29-8BF7-D162-0,GML-Hauptkatalog-Au278.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_9.zip,amsd/EAEA0-9/EAEA0-9B29-8BF7-D162-0.png
EAEA0-9B29-8BF7-D162-0_t,t_GML-Hauptkatalog-Au278.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-9B29-8BF7-D162-0.jpg
EAEA0-9B29-8BF7-D162-0_w,w_GML-Hauptkatalog-Au278.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-9B29-8BF7-D162-0.jpg
EAEA0-C503-CE9F-4CC1-0,GML-Hauptkatalog-Au629.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_C.zip,amsd/EAEA0-C/EAEA0-C503-CE9F-4CC1-0.png
EAEA0-C503-CE9F-4CC1-0_t,t_GML-Hauptkatalog-Au629.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-C503-CE9F-4CC1-0.jpg
EAEA0-C503-CE9F-4CC1-0_w,w_GML-Hauptkatalog-Au629.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-C503-CE9F-4CC1-0.jpg
EAEA0-48AA-606A-C233-0,GML-Au629-04.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_4.zip,amsd/EAEA0-4/EAEA0-48AA-606A-C233-0.png
EAEA0-48AA-606A-C233-0_t,t_GML-Au629-04.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-48AA-606A-C233-0.jpg
EAEA0-48AA-606A-C233-0_w,w_GML-Au629-04.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-48AA-606A-C233-0.jpg
EAEA0-56AD-F14F-82C7-0,GML-Au629-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_5.zip,amsd/EAEA0-5/EAEA0-56AD-F14F-82C7-0.png
EAEA0-56AD-F14F-82C7-0_t,t_GML-Au629-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-56AD-F14F-82C7-0.jpg
EAEA0-56AD-F14F-82C7-0_w,w_GML-Au629-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-56AD-F14F-82C7-0.jpg
EAEA0-B1F4-C578-99DA-0,GML-Au629-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_B.zip,amsd/EAEA0-B/EAEA0-B1F4-C578-99DA-0.png
EAEA0-B1F4-C578-99DA-0_t,t_GML-Au629-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B1F4-C578-99DA-0.jpg
EAEA0-B1F4-C578-99DA-0_w,w_GML-Au629-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-B1F4-C578-99DA-0.jpg
EAEA0-4A5A-2871-FB28-0,GML-Au629-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_4.zip,amsd/EAEA0-4/EAEA0-4A5A-2871-FB28-0.png
EAEA0-4A5A-2871-FB28-0_t,t_GML-Au629-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-4A5A-2871-FB28-0.jpg
EAEA0-4A5A-2871-FB28-0_w,w_GML-Au629-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-4A5A-2871-FB28-0.jpg
EAEA0-3F75-7B8D-A9C5-0,GML-Au630-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_3.zip,amsd/EAEA0-3/EAEA0-3F75-7B8D-A9C5-0.png
EAEA0-3F75-7B8D-A9C5-0_t,t_GML-Au630-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-3F75-7B8D-A9C5-0.jpg
EAEA0-3F75-7B8D-A9C5-0_w,w_GML-Au630-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-3F75-7B8D-A9C5-0.jpg
EAEA0-69A5-9A76-7FA8-0,GML-Au630-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_6.zip,amsd/EAEA0-6/EAEA0-69A5-9A76-7FA8-0.png
EAEA0-69A5-9A76-7FA8-0_t,t_GML-Au630-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-69A5-9A76-7FA8-0.jpg
EAEA0-69A5-9A76-7FA8-0_w,w_GML-Au630-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-69A5-9A76-7FA8-0.jpg
EAEA0-A1B9-4BF1-A2DA-0,GML-Au630-04.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_A.zip,amsd/EAEA0-A/EAEA0-A1B9-4BF1-A2DA-0.png
EAEA0-A1B9-4BF1-A2DA-0_t,t_GML-Au630-04.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-A1B9-4BF1-A2DA-0.jpg
EAEA0-A1B9-4BF1-A2DA-0_w,w_GML-Au630-04.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-A1B9-4BF1-A2DA-0.jpg
EAEA0-2503-A2A0-417D-0,GML-Hauptkatalog-Au630.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_2.zip,amsd/EAEA0-2/EAEA0-2503-A2A0-417D-0.png
EAEA0-2503-A2A0-417D-0_t,t_GML-Hauptkatalog-Au630.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-2503-A2A0-417D-0.jpg
EAEA0-2503-A2A0-417D-0_w,w_GML-Hauptkatalog-Au630.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-2503-A2A0-417D-0.jpg
EAEA0-8698-060D-B8DC-0,GML-Au630-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_8.zip,amsd/EAEA0-8/EAEA0-8698-060D-B8DC-0.png
EAEA0-8698-060D-B8DC-0_t,t_GML-Au630-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-8698-060D-B8DC-0.jpg
EAEA0-8698-060D-B8DC-0_w,w_GML-Au630-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-8698-060D-B8DC-0.jpg
EAEA0-538E-4CCD-9EA2-0,GML-Au631-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_5.zip,amsd/EAEA0-5/EAEA0-538E-4CCD-9EA2-0.png
EAEA0-538E-4CCD-9EA2-0_t,t_GML-Au631-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-538E-4CCD-9EA2-0.jpg
EAEA0-538E-4CCD-9EA2-0_w,w_GML-Au631-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-538E-4CCD-9EA2-0.jpg
EAEA0-CC7A-2B0A-7922-0,GML-Au631-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_C.zip,amsd/EAEA0-C/EAEA0-CC7A-2B0A-7922-0.png
EAEA0-CC7A-2B0A-7922-0_t,t_GML-Au631-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-CC7A-2B0A-7922-0.jpg
EAEA0-CC7A-2B0A-7922-0_w,w_GML-Au631-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-CC7A-2B0A-7922-0.jpg
EAEA0-97E5-461C-D6F6-0,GML-Au631-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_9.zip,amsd/EAEA0-9/EAEA0-97E5-461C-D6F6-0.png
EAEA0-97E5-461C-D6F6-0_t,t_GML-Au631-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-97E5-461C-D6F6-0.jpg
EAEA0-97E5-461C-D6F6-0_w,w_GML-Au631-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-97E5-461C-D6F6-0.jpg
EAEA0-E8AA-FEE7-DF76-0,GML-Hauptkatalog-Au631.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_E.zip,amsd/EAEA0-E/EAEA0-E8AA-FEE7-DF76-0.png
EAEA0-E8AA-FEE7-DF76-0_t,t_GML-Hauptkatalog-Au631.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-E8AA-FEE7-DF76-0.jpg
EAEA0-E8AA-FEE7-DF76-0_w,w_GML-Hauptkatalog-Au631.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-E8AA-FEE7-DF76-0.jpg
EAEA0-CC73-91A7-0B5E-0,GML-Au632-01.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_C.zip,amsd/EAEA0-C/EAEA0-CC73-91A7-0B5E-0.png
EAEA0-CC73-91A7-0B5E-0_t,t_GML-Au632-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-CC73-91A7-0B5E-0.jpg
EAEA0-CC73-91A7-0B5E-0_w,w_GML-Au632-01.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-CC73-91A7-0B5E-0.jpg
EAEA0-8087-6F90-A54F-0,GML-Au632-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_8.zip,amsd/EAEA0-8/EAEA0-8087-6F90-A54F-0.png
EAEA0-8087-6F90-A54F-0_t,t_GML-Au632-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-8087-6F90-A54F-0.jpg
EAEA0-8087-6F90-A54F-0_w,w_GML-Au632-03.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-8087-6F90-A54F-0.jpg
EAEA0-AF6F-C252-28ED-0,GML-Au632-06.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_A.zip,amsd/EAEA0-A/EAEA0-AF6F-C252-28ED-0.png
EAEA0-AF6F-C252-28ED-0_t,t_GML-Au632-06.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-AF6F-C252-28ED-0.jpg
EAEA0-AF6F-C252-28ED-0_w,w_GML-Au632-06.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-AF6F-C252-28ED-0.jpg
EAEA0-A9C4-F8BD-E0A3-0,GML-Au632-04.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_A.zip,amsd/EAEA0-A/EAEA0-A9C4-F8BD-E0A3-0.png
EAEA0-A9C4-F8BD-E0A3-0_t,t_GML-Au632-04.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-A9C4-F8BD-E0A3-0.jpg
EAEA0-A9C4-F8BD-E0A3-0_w,w_GML-Au632-04.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-A9C4-F8BD-E0A3-0.jpg
EAEA0-1A28-456E-807C-0,GML-Au632-05.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_1.zip,amsd/EAEA0-1/EAEA0-1A28-456E-807C-0.png
EAEA0-1A28-456E-807C-0_t,t_GML-Au632-05.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-1A28-456E-807C-0.jpg
EAEA0-1A28-456E-807C-0_w,w_GML-Au632-05.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-1A28-456E-807C-0.jpg
EAEA0-DA4B-DEE8-7A6C-0,GML-Au632-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_D.zip,amsd/EAEA0-D/EAEA0-DA4B-DEE8-7A6C-0.png
EAEA0-DA4B-DEE8-7A6C-0_t,t_GML-Au632-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-DA4B-DEE8-7A6C-0.jpg
EAEA0-DA4B-DEE8-7A6C-0_w,w_GML-Au632-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-DA4B-DEE8-7A6C-0.jpg
EAEA0-D36F-4963-4EE9-0,GML-Hauptkatalog-Au632.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_D.zip,amsd/EAEA0-D/EAEA0-D36F-4963-4EE9-0.png
EAEA0-D36F-4963-4EE9-0_t,t_GML-Hauptkatalog-Au632.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-D36F-4963-4EE9-0.jpg
EAEA0-D36F-4963-4EE9-0_w,w_GML-Hauptkatalog-Au632.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-D36F-4963-4EE9-0.jpg
EAEA0-3330-ED47-D17E-0,GML-Au633-02.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_3.zip,amsd/EAEA0-3/EAEA0-3330-ED47-D17E-0.png
EAEA0-3330-ED47-D17E-0_t,t_GML-Au633-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-3330-ED47-D17E-0.jpg
EAEA0-3330-ED47-D17E-0_w,w_GML-Au633-02.png,,image/jpeg,https://zenodo.org/records/21504350/files/amsd_media_thumbnails.zip,EAEA0-3330-ED47-D17E-0.jpg
EAEA0-13DC-438D-A0A5-0,GML-Au633-03.png,,image/png,https://zenodo.org/records/21504350/files/amsd_media_1.zip,amsd/EAEA0-1/EAEA0-13DC-438D-A0A5-0.png
