pk,name,oid,path
171,1878-Artefact_fig172-Brough_Smythe-Aborigines_of_Victoria-vol1_p355.JPG,EAEA0-5101-6B41-8D6A-0,1878_Artefact_fig172_Brough_Smythe_Aborigines_of_Victoria_vol1_p355.JPG
172,1912-Danzel-Die_Anfaenge_der_Schrift-fig8_9.png,EAEA0-0C9A-C2D7-7723-0,1912_Danzel_Die_Anfaenge_der_Schrift_fig8_9.png
173,1878-Artefact_fig173-Brough_Smythe-Aborigines_of_Victoria-vol1_p355.JPG,EAEA0-FD8A-79A1-D68A-0,1878_Artefact_fig173_Brough_Smythe_Aborigines_of_Victoria_vol1_p355.JPG
174,1912-Danzel-Die_Anfaenge_der_Schrift-fig2_3.png,EAEA0-6A77-C2D4-8A91-0,1912_Danzel_Die_Anfaenge_der_Schrift_fig2_3.png
175,1880-Bastian-Message_sticks_der_Australie-1.pdf,EAEA0-6201-ACF2-D40B-0,1880_Bastian_Message_sticks_der_Australie_1.pdf
176,1880-Artefact_fig01a-Bastian-Message_sticks_der_Australie-p245.png,EAEA0-FC6F-E362-0A4C-0,1880_Artefact_fig01a_Bastian_Message_sticks_der_Australie_p245.png
177,1881-Bastian-Australische_schriftsubstitut-1.pdf,EAEA0-B30E-4853-FC9A-0,1881_Bastian_Australische_schriftsubstitut_1.pdf
178,1940_Frank_Fig.28.png,EAEA0-8390-EB19-3278-0,1940_Frank_Fig.28.png
179,1881-Dawson-Portrait_of_Kaawirn_Kuunawarn.png,EAEA0-76E6-6C53-D05F-0,1881_Dawson_Portrait_of_Kaawirn_Kuunawarn.png
180,y-1881-Artefact01-Bastian-p192_black_01.png,EAEA0-B3ED-A76E-0695-0,y_1881_Artefact01_Bastian_p192_black_01.png
181,y-1881-Artefact01-Bastian-p192_black_02.png,EAEA0-8DE9-96B1-F7D1-0,y_1881_Artefact01_Bastian_p192_black_02.png
182,1881-Artefact01-Bastian-Australische_schriftsubstitut-p192.png,EAEA0-777A-19B5-8F38-0,1881_Artefact01_Bastian_Australische_schriftsubstitut_p192.png
183,1910-nla.news-article10487310.5.pdf,EAEA0-3E3B-73B4-EE63-0,1910_nla.news_article10487310.5.pdf
184,1912-Danzel-Die_Anfaenge_der_Schrift-fig7.png,EAEA0-B161-D4DC-A9D9-0,1912_Danzel_Die_Anfaenge_der_Schrift_fig7.png
185,1912-Danzel-Die_Anfaenge_der_Schrift-fig6.png,EAEA0-577F-088F-7960-0,1912_Danzel_Die_Anfaenge_der_Schrift_fig6.png
186,1886-Artefact_fig01-Curr-The_Australian_race-p150.png,EAEA0-EF80-F5B5-1590-0,1886_Artefact_fig01_Curr_The_Australian_race_p150.png
187,1886-Artefact_fig02-Curr-The_Australian_race-p150.png,EAEA0-76A4-C70C-3717-0,1886_Artefact_fig02_Curr_The_Australian_race_p150.png
188,1886-Artefact_fig03-Curr-The_Australian_race-p150.png,EAEA0-D2AA-2779-E86D-0,1886_Artefact_fig03_Curr_The_Australian_race_p150.png
189,1912-Danzel-Die_Anfaenge_der_Schrift-fig5.png,EAEA0-BB6C-ED3B-BF6C-0,1912_Danzel_Die_Anfaenge_der_Schrift_fig5.png
190,1886-Artefact_fig04-Curr-The_Australian_race-p150.png,EAEA0-1464-FDCB-402C-0,1886_Artefact_fig04_Curr_The_Australian_race_p150.png
191,1912-Danzel-Die_Anfaenge_der_Schrift-fig4.png,EAEA0-A873-A1F2-3C36-0,1912_Danzel_Die_Anfaenge_der_Schrift_fig4.png
192,1889-Artefact_01b-Lumholz-Among_cannibals-p304.JPG,EAEA0-4652-F4AE-A9E1-0,1889_Artefact_01b_Lumholz_Among_cannibals_p304.JPG
193,1889-Artefact_01a-Lumholz-Among_cannibals-p304.JPG,EAEA0-A474-DF14-D0E5-0,1889_Artefact_01a_Lumholz_Among_cannibals_p304.JPG
194,EMB-z-Katalog-VI_9998-a.jpg,EAEA0-16D5-BDB0-D14F-0,EMB_z_Katalog_VI_9998_a.jpg
195,y-EMB-z-Katalog-VI_9998_black.png,EAEA0-CB51-D1E4-68D8-0,y_EMB_z_Katalog_VI_9998_black.png
196,y-EMB-z-Katalog-VI_9998-a_black.png,EAEA0-5E44-A1B0-1E27-0,y_EMB_z_Katalog_VI_9998_a_black.png
197,y-1889-Artefact_01b-Lumholz-Among_cannibals-p304_black.png,EAEA0-5032-63E6-7D36-0,y_1889_Artefact_01b_Lumholz_Among_cannibals_p304_black.png
198,EMB-Katalog-VI_9998-a_2.png,EAEA0-018E-B94B-EA6A-0,EMB_Katalog_VI_9998_a_2.png
199,EMB-Katalog-VI_9998-b-ANNOTATED-LJ.png,EAEA0-FD4D-238F-D85F-0,EMB_Katalog_VI_9998_b_ANNOTATED_LJ.png
200,z-1865-Vale_of_Herbert_Station.jpg,EAEA0-6B84-AD43-0EB0-0,z_1865_Vale_of_Herbert_Station.jpg
201,y-1889-Artefact_02-Lumholz-Among_cannibals-p304.png,EAEA0-584C-DFBA-06F8-0,y_1889_Artefact_02_Lumholz_Among_cannibals_p304.png
202,1889-Artefact_02-Lumholz-Among_cannibals-p304.png,EAEA0-1D69-07B2-D0F0-0,1889_Artefact_02_Lumholz_Among_cannibals_p304.png
203,1896-author_unknown-The_message_sticks-higher_res.jpg,EAEA0-9C0F-2091-B36C-0,1896_author_unknown_The_message_sticks_higher_res.jpg
204,1896-author_unknown-The_message_sticks.pdf,EAEA0-DB99-0599-350C-0,1896_author_unknown_The_message_sticks.pdf
205,1896-Artefact_fig01_B-Anonymous-The_message_sticks-p11.png,EAEA0-773D-1DF9-26B8-0,1896_Artefact_fig01_B_Anonymous_The_message_sticks_p11.png
206,1896-Artefact_fig01_A-Anonymous-The_message_sticks-p10.png,EAEA0-3731-8789-9817-0,1896_Artefact_fig01_A_Anonymous_The_message_sticks_p10.png
207,1896-Artefact_fig02_A-Anonymous-The_message_sticks-p10.JPG,EAEA0-33A8-4C98-7408-0,1896_Artefact_fig02_A_Anonymous_The_message_sticks_p10.JPG
208,1896-Artefact_fig02_B-Anonymous-The_message_sticks-p11.JPG,EAEA0-46C3-C28A-32A5-0,1896_Artefact_fig02_B_Anonymous_The_message_sticks_p11.JPG
209,1896-Artefact_fig03_B-Anonymous-The_message_sticks-p11.JPG,EAEA0-C9B7-E66C-4AF8-0,1896_Artefact_fig03_B_Anonymous_The_message_sticks_p11.JPG
210,y-1896-Artefact_fig03_B-Anonymous-The_message_sticks_black.png,EAEA0-A08A-BEE8-3869-0,y_1896_Artefact_fig03_B_Anonymous_The_message_sticks_black.png
211,1896-Artefact_fig03_A-Anonymous-The_message_sticks-p10.JPG,EAEA0-6B53-A99B-972E-0,1896_Artefact_fig03_A_Anonymous_The_message_sticks_p10.JPG
212,y-1896-Artefact_fig03_B-Anonymous-The_message_sticks_black_01.png,EAEA0-263C-372A-C654-0,y_1896_Artefact_fig03_B_Anonymous_The_message_sticks_black_01.png
213,y-1896-Artefact_fig03_B-Anonymous-The_message_sticks_black_02.png,EAEA0-F7B8-F02C-A0D6-0,y_1896_Artefact_fig03_B_Anonymous_The_message_sticks_black_02.png
214,1896-Artefact_fig04_B-Anonymous-The_message_sticks-p11.JPG,EAEA0-D7D7-E39A-C036-0,1896_Artefact_fig04_B_Anonymous_The_message_sticks_p11.JPG
215,1896-Artefact_fig04_A-Anonymous-The_message_sticks-p10.JPG,EAEA0-AE08-23AD-2122-0,1896_Artefact_fig04_A_Anonymous_The_message_sticks_p10.JPG
216,1896-Artefact_fig05_B-Anonymous-The_message_sticks-p11.JPG,EAEA0-D49F-1BA1-5F76-0,1896_Artefact_fig05_B_Anonymous_The_message_sticks_p11.JPG
217,1896-Artefact_fig05_A-Anonymous-The_message_sticks-p10.JPG,EAEA0-4891-A413-A48F-0,1896_Artefact_fig05_A_Anonymous_The_message_sticks_p10.JPG
218,1896-Artefact_fig06_A-Anonymous-The_message_sticks-p10.JPG,EAEA0-18E7-E1BC-9889-0,1896_Artefact_fig06_A_Anonymous_The_message_sticks_p10.JPG
219,1896-Artefact_fig06_B-Anonymous-The_message_sticks-p11.JPG,EAEA0-3EEA-FFFB-4A05-0,1896_Artefact_fig06_B_Anonymous_The_message_sticks_p11.JPG
220,1896-Artefact_fig07_B-Anonymous-The_message_sticks-p11.JPG,EAEA0-E527-572B-0A00-0,1896_Artefact_fig07_B_Anonymous_The_message_sticks_p11.JPG
221,1896-Artefact_fig07_A-Anonymous-The_message_sticks-p10.JPG,EAEA0-303D-0899-9EDC-0,1896_Artefact_fig07_A_Anonymous_The_message_sticks_p10.JPG
222,1897-Roth-Ethnological_studies.pdf,EAEA0-128F-B2EC-A3B7-0,1897_Roth_Ethnological_studies.pdf
223,1897-Artefact_fig326_A-Roth-Ethnological_studies-pXVIII-back.png,EAEA0-D659-F68E-13FE-0,1897_Artefact_fig326_A_Roth_Ethnological_studies_pXVIII_back.png
224,1897-Artefact_fig326_A-Roth-Ethnological_studies-pXVIII-front.png,EAEA0-48EA-C42A-EEF8-0,1897_Artefact_fig326_A_Roth_Ethnological_studies_pXVIII_front.png
225,1940_Frank_Fig.2.png,EAEA0-02C0-CDD5-7433-0,1940_Frank_Fig.2.png
226,y-1897-Artefact_fig326_A-Roth-Ethnological_studies-pXVIII-black.png,EAEA0-B5E4-E88A-6232-0,y_1897_Artefact_fig326_A_Roth_Ethnological_studies_pXVIII_black.png
227,y-1897-Artefact_fig326_A-Roth-Ethnological_studies-pXVIII-black_01.png,EAEA0-7E30-0B33-2C83-0,y_1897_Artefact_fig326_A_Roth_Ethnological_studies_pXVIII_black_01.png
228,y-1897-Artefact_fig326_A-Roth-Ethnological_studies-pXVIII-black_02.png,EAEA0-8922-D709-AF14-0,y_1897_Artefact_fig326_A_Roth_Ethnological_studies_pXVIII_black_02.png
229,1940_Frank_Fig.21.png,EAEA0-D5D2-EB55-164A-0,1940_Frank_Fig.21.png
230,1897_Roth_pXVIII_Fig327.png,EAEA0-DDE1-DD1F-E349-0,1897_Roth_pXVIII_Fig327.png
231,y-1897_Roth_pXVIII_Fig327.png,EAEA0-EC8A-3444-8A86-0,y_1897_Roth_pXVIII_Fig327.png
232,1897-Artefact_fig328-Roth-Ethnological_studies-pXVIII.png,EAEA0-60FF-8F25-0EAD-0,1897_Artefact_fig328_Roth_Ethnological_studies_pXVIII.png
233,y-1897-Artefact_fig328-Roth-Ethnological_studies-pXVIII.png,EAEA0-5D38-23ED-B0CF-0,y_1897_Artefact_fig328_Roth_Ethnological_studies_pXVIII.png
234,1940_Frank_Fig.14.png,EAEA0-9C62-7FE7-85A6-0,1940_Frank_Fig.14.png
235,y-1897-Artefact_fig329-Roth-Ethnological_studies-pXVIII.png,EAEA0-FDD1-D385-81B1-0,y_1897_Artefact_fig329_Roth_Ethnological_studies_pXVIII.png
236,1897-Artefact_fig329-Roth-Ethnological_studies-pXVIII.png,EAEA0-5180-9520-DD54-0,1897_Artefact_fig329_Roth_Ethnological_studies_pXVIII.png
237,y-1897-Artefact_fig330-Roth-Ethnological_studies-pXVIII.png,EAEA0-36A7-8427-91DB-0,y_1897_Artefact_fig330_Roth_Ethnological_studies_pXVIII.png
238,1897-Artefact_fig330-Roth-Ethnological_studies-pXVIII.png,EAEA0-D018-8E4D-4D7B-0,1897_Artefact_fig330_Roth_Ethnological_studies_pXVIII.png
239,1940_Frank_Fig.29.png,EAEA0-90A8-9FBC-8E74-0,1940_Frank_Fig.29.png
240,1897-Artefact_fig331-Roth-Ethnological_studies-pXVIII.png,EAEA0-5BAD-C416-D812-0,1897_Artefact_fig331_Roth_Ethnological_studies_pXVIII.png
241,y-1897-Artefact_fig331-Roth-Ethnological_studies-pXVIII.png,EAEA0-9F36-1633-2993-0,y_1897_Artefact_fig331_Roth_Ethnological_studies_pXVIII.png
242,1897-Artefact_fig332-Roth-Ethnological_studies-pXVIII.png,EAEA0-E7C1-2D71-9711-0,1897_Artefact_fig332_Roth_Ethnological_studies_pXVIII.png
243,y-1935-Artefact02-nla.news-article180628845.5_black.png,EAEA0-247A-C00E-7E68-0,y_1935_Artefact02_nla.news_article180628845.5_black.png
244,1935-nla.news-article180628845.5.pdf,EAEA0-B7A8-7500-542A-0,1935_nla.news_article180628845.5.pdf
245,1935-Artefact02-nla.news-article180628845.5.jpg,EAEA0-D88C-1710-FEF8-0,1935_Artefact02_nla.news_article180628845.5.jpg
246,1897-Artefact_fig333_A-Roth-Ethnological_studies-pXVIII_obv.png,EAEA0-F193-CAF1-5335-0,1897_Artefact_fig333_A_Roth_Ethnological_studies_pXVIII_obv.png
247,1897-Artefact_fig333_A-Roth-Ethnological_studies-pXVIII-rev.png,EAEA0-B272-CA81-1CA6-0,1897_Artefact_fig333_A_Roth_Ethnological_studies_pXVIII_rev.png
248,1940_Frank_Fig.30b.png,EAEA0-81CD-E4AF-54A9-0,1940_Frank_Fig.30b.png
249,y-1897-Artefact_fig333_A-Roth-Ethnological_studies-pXVIII-rev_reversed_colors.png,EAEA0-CE82-4D57-FA4B-0,y_1897_Artefact_fig333_A_Roth_Ethnological_studies_pXVIII_rev_reversed_colors.png
250,1940_Frank_Fig.30a.png,EAEA0-6499-2471-A2C7-0,1940_Frank_Fig.30a.png
251,y-1897-Artefact_fig333_A-Roth-Ethnological_studies-pXVIII_obv_revert_colors.png,EAEA0-6A17-C27F-7A48-0,y_1897_Artefact_fig333_A_Roth_Ethnological_studies_pXVIII_obv_revert_colors.png
252,1897-Artefact_fig334-Roth-Ethnological_studies-pXVIII.JPG,EAEA0-E735-CC7A-E0C9-0,1897_Artefact_fig334_Roth_Ethnological_studies_pXVIII.png
253,y-1897-Artefact_fig334-Roth-Ethnological_studies-pXVIII.png,EAEA0-67D9-0680-5638-0,y_1897_Artefact_fig334_Roth_Ethnological_studies_pXVIII.png
254,1897-Artefact_fig335_A-Roth-Ethnological_studies-pXVIII.JPG,EAEA0-5695-1214-2D84-0,1897_Artefact_fig335_A_Roth_Ethnological_studies_pXVIII.JPG
255,1897-Artefact_fig335_B-Roth-Ethnological_studies-pXVIII.JPG,EAEA0-B207-F8A4-6181-0,1897_Artefact_fig335_B_Roth_Ethnological_studies_pXVIII.JPG
256,y-1897-Artefact_fig335-Roth-Ethnological_studies-pXVIII-black.png,EAEA0-9787-FF01-C87B-0,y_1897_Artefact_fig335_Roth_Ethnological_studies_pXVIII_black.png
257,y-1897-Artefact_fig335-Roth-Ethnological_studies-pXVIII-black_01.png,EAEA0-8B9F-4CB1-28B9-0,y_1897_Artefact_fig335_Roth_Ethnological_studies_pXVIII_black_01.png
258,y-1897-Artefact_fig335-Roth-Ethnological_studies-pXVIII-black_02.png,EAEA0-AAE5-A15D-4D15-0,y_1897_Artefact_fig335_Roth_Ethnological_studies_pXVIII_black_02.png
259,1897-Artefact_fig336-Roth-Ethnological_studies-pXVIII.png,EAEA0-3E01-6D8D-4D6C-0,1897_Artefact_fig336_Roth_Ethnological_studies_pXVIII.png
260,1897-Artefact_fig336_A-Roth-Ethnological_studies-pXVIII.png,EAEA0-E10D-FCFA-15B4-0,1897_Artefact_fig336_A_Roth_Ethnological_studies_pXVIII.png
261,1940_Frank_Fig.1.png,EAEA0-9080-CAB0-6C6A-0,1940_Frank_Fig.1.png
262,1897-Artefact_fig337-Roth-Ethnological_studies-pXVIII.JPG,EAEA0-4451-7CA3-60FA-0,1897_Artefact_fig337_Roth_Ethnological_studies_pXVIII.JPG
263,1940_Frank_Fig.20.png,EAEA0-8155-79D6-20B0-0,1940_Frank_Fig.20.png
264,1897-Artefact_fig338-Roth-Ethnological_studies-pXVIII.JPG,EAEA0-73B3-AAB8-1189-0,1897_Artefact_fig338_Roth_Ethnological_studies_pXVIII.JPG
265,y-1904-Artefact_fig44-Howitt-The_native_tribes-p704_black.png,EAEA0-9280-8983-5E4C-0,y_1904_Artefact_fig44_Howitt_The_native_tribes_p704_black.png
266,1904-Artefact01_fig44-Howitt-The_native_tribes-p704_2.png,EAEA0-985F-0BF2-7273-0,1904_Artefact01_fig44_Howitt_The_native_tribes_p704_2.png
267,1904-Artefact02_fig44-Howitt-The_native_tribes-p704.png,EAEA0-BD0D-0D4C-EB34-0,1904_Artefact02_fig44_Howitt_The_native_tribes_p704.png
268,PRM-1989.46.2_01.png,EAEA0-9B96-D981-16D4-0,PRM_1989.46.2_01.png
269,PRM-1989.46.2_02.png,EAEA0-FC4E-BD9A-4765-0,PRM_1989.46.2_02.png
270,PRM-1989.46.2_03.png,EAEA0-354C-19A1-3643-0,PRM_1989.46.2_03.png
271,1904-Artefact02_fig43-Howitt-The_native_tribes-p696.png,EAEA0-2C25-4EB6-3533-0,1904_Artefact02_fig43_Howitt_The_native_tribes_p696.png
272,1904-Artefact03_fig43-Howitt-The_native_tribes-p696.png,EAEA0-9368-4644-BCC9-0,1904_Artefact03_fig43_Howitt_The_native_tribes_p696.JPG
273,1915-Weule-Vom_Kerbstock-p64-01.png,EAEA0-E2B1-6D37-047E-0,1915_Weule_Vom_Kerbstock_p64_01.png
274,1889-Artefact_fig03-Howitt-Notes_on_Australian_message_sticks-p330-331.jpg,EAEA0-345F-0C88-9419-0,1889_Artefact_fig03_Howitt_Notes_on_Australian_message_sticks_p330_331.jpg
275,1889-Artefact_fig02-Howitt-Notes_on_Australian_message_sticks-p331.jpg,EAEA0-ED29-021F-7FE4-0,1889_Artefact_fig02_Howitt_Notes_on_Australian_message_sticks_p331.jpg
276,1904-Artefact04_fig44-Howitt-The_native_tribes-p704.JPG,EAEA0-FF6A-0640-FB6A-0,1904_Artefact04_fig44_Howitt_The_native_tribes_p704.png
277,y-1889-Artefact_fig02-Howitt-Notes_on_Australian_message_sticks-p331_black.png,EAEA0-81D9-16F7-4D86-0,y_1889_Artefact_fig02_Howitt_Notes_on_Australian_message_sticks_p331_black.png
278,1904-Artefact03_fig44-Howitt-The_native_tribes-p704.JPG,EAEA0-F85F-1E9A-6754-0,1904_Artefact03_fig44_Howitt_The_native_tribes_p704.png
279,PRM-1989.46.10.png,EAEA0-AE79-514D-F8C6-0,PRM_1989.46.10.png
280,1940_Frank_Fig.27.png,EAEA0-2235-A98A-5443-0,1940_Frank_Fig.27.png
281,y-1889-Artefact_fig02-Howitt-Notes_on_Australian_message_sticks-p331_black_01.png,EAEA0-F9DB-486C-0BB3-0,y_1889_Artefact_fig02_Howitt_Notes_on_Australian_message_sticks_p331_black_01.png
282,y-1889-Artefact_fig02-Howitt-Notes_on_Australian_message_sticks-p331_black_02.png,EAEA0-F2CE-26DE-4571-0,y_1889_Artefact_fig02_Howitt_Notes_on_Australian_message_sticks_p331_black_02.png
283,1904-Artefact04_fig43-Howitt-The_native_tribes-p696.png,EAEA0-4978-6445-0DC8-0,1904_Artefact04_fig43_Howitt_The_native_tribes_p696.png
284,1940_Frank_Fig.26.png,EAEA0-C023-95C0-3E82-0,1940_Frank_Fig.26.png
285,1904-sketch-Howitt-fig44_12-p.704.png,EAEA0-A260-D835-7A81-0,1904_sketch_Howitt_fig44_12_p.704.png
286,1898-Artefact_N-Carnegie-Spinifex_and_sand-p391.jpg,EAEA0-4E4F-A2F7-D34F-0,1898_Artefact_N_Carnegie_Spinifex_and_sand_p391.jpg
287,1898-Carnegie-Spinifex_and_sand.pdf,EAEA0-3D63-1FD1-71A7-0,1898_Carnegie_Spinifex_and_sand.pdf
288,1907-Artefact01-Ramsay_Smith-Notes_on_aboriginals-p62.png,EAEA0-D0F4-6513-721A-0,1907_Artefact01_Ramsay_Smith_Notes_on_aboriginals_p62.png
289,1907-Artefact02-Ramsay_Smith-Notes_on_aboriginals-p62.png,EAEA0-F38C-4119-34A2-0,1907_Artefact02_Ramsay_Smith_Notes_on_aboriginals_p62.png
290,1907-Ramsay_Smith-Notes_on_aboriginals.pdf,EAEA0-11A0-9A40-226D-0,1907_Ramsay_Smith_Notes_on_aboriginals.pdf
291,2010-Artefact_fig58-Memmot-Material_culture-p45.JPG,EAEA0-1FC4-DBA6-264F-0,2010_Artefact_fig58_Memmot_Material_culture_p45.JPG
292,2010-Artefact_fig57-Memmot-Material_culture-p44.JPG,EAEA0-3B92-BA45-52D3-0,2010_Artefact_fig57_Memmot_Material_culture_p44.JPG
293,y-2010-Artefact_fig57-Memmot-Material_culture-p44.png,EAEA0-A21C-C9A1-2665-0,y_2010_Artefact_fig57_Memmot_Material_culture_p44.png
294,1886-Artefact-nla.news-article71065972.5.jpg,EAEA0-581F-DC4E-4884-0,1886_Artefact_nla.news_article71065972.5.jpg
295,1886-nla.news-article71065972.5.pdf,EAEA0-20D8-E4B4-5A2B-0,1886_nla.news_article71065972.5.pdf
296,1940-Artefact-fig04-Frank-Botenstaebe_in_Australien-p345.JPG,EAEA0-FA12-401A-3367-0,1940_Artefact_fig04_Frank_Botenstaebe_in_Australien_p345.JPG
297,1940-Artefact-fig10-Frank-Botenstaebe_in_Australien-p345.JPG,EAEA0-8983-4643-2C30-0,1940_Artefact_fig10_Frank_Botenstaebe_in_Australien_p345.JPG
298,1940-Artefact-fig33-Frank-Botenstaebe_in_Australien-p345.JPG,EAEA0-2EEE-3D59-1B7B-0,1940_Artefact_fig33_Frank_Botenstaebe_in_Australien_p345.JPG
299,00-Text_reference.png,EAEA0-52CC-0295-6B71-0,00_Text_reference.png
300,1907-Artefact_1-nla.news-article37571960.5.png,EAEA0-7334-3D78-9356-0,1907_Artefact_1_nla.news_article37571960.5.png
301,1910-Artefact_01-nla.news-article187336691.5.png,EAEA0-DA3A-562B-69E0-0,1910_Artefact_01_nla.news_article187336691.5.png
302,1910-Artefact_02-nla.news-article187336691.5.png,EAEA0-3D53-9FE9-29F3-0,1910_Artefact_02_nla.news_article187336691.5.png
303,1910-Artefact_03-nla.news-article187336691.5.png,EAEA0-C956-88CF-DFB4-0,1910_Artefact_03_nla.news_article187336691.5.png
304,1923-Artefact_01-nla.news-article218979901.5.JPG,EAEA0-722D-7D97-07B3-0,1923_Artefact_01_nla.news_article218979901.5.JPG
305,y-1923-Artefact_01-nla.news-article199233785.5.png,EAEA0-936E-23B6-1749-0,y_1923_Artefact_01_nla.news_article199233785.5.png
306,1923-Artefact_01-nla.news-article199233785.5.JPG,EAEA0-B762-1AAE-067A-0,1923_Artefact_01_nla.news_article199233785.5.JPG
307,y-1925-Artefact_01-nla.news-article64236234.5.png,EAEA0-CB7D-DF45-E193-0,y_1925_Artefact_01_nla.news_article64236234.5.png
308,1925-Artefact_01-nla.news-article64236234.5.JPG,EAEA0-C4D3-7200-3899-0,1925_Artefact_01_nla.news_article64236234.5.JPG
309,1928-Artefact_01-nla.news-article150928223.5.png,EAEA0-1F41-C04E-839A-0,1928_Artefact_01_nla.news_article150928223.5.png
310,1951-Artefact_01-nla.news-article139910878.5.JPG,EAEA0-9ED7-BFC8-99D1-0,1951_Artefact_01_nla.news_article139910878.5.JPG
311,y-1951-Artefact_01-nla.news-article139910878.5.png,EAEA0-6475-A855-7216-0,y_1951_Artefact_01_nla.news_article139910878.5.png
312,1937-nla.news-article160498116.5.pdf,EAEA0-05C4-7B78-8BFA-0,1937_nla.news_article160498116.5.pdf
313,1933_1948-Idriess-Over_the_range-opt.pdf,EAEA0-4C70-8AEA-9927-0,1933_1948_Idriess_Over_the_range_opt.pdf
314,y-1933_1948-Artefact_01_1-Idriess-Over_the_range0083-p102_black.png,EAEA0-53D8-5880-8488-0,y_1933_1948_Artefact_01_1_Idriess_Over_the_range0083_p102_black.png
315,y-1933_1948-Artefact_01_1-Idriess-Over_the_range0083-p102_black_01.png,EAEA0-3AC9-6FE4-3780-0,y_1933_1948_Artefact_01_1_Idriess_Over_the_range0083_p102_black_01.png
316,1933_1948-Artefact_01_1-Idriess-Over_the_range0083_001-p102.png,EAEA0-AD4D-F2DD-EF60-0,1933_1948_Artefact_01_1_Idriess_Over_the_range0083_001_p102.png
317,1933_1948-Artefact_01_2-Idriess-Over_the_range0083_001-p102.png,EAEA0-E509-E6ED-8C79-0,1933_1948_Artefact_01_2_Idriess_Over_the_range0083_001_p102.png
318,y-1933_1948-Artefact_01_1-Idriess-Over_the_range0083-p102_black_02.png,EAEA0-0B85-0298-11F5-0,y_1933_1948_Artefact_01_1_Idriess_Over_the_range0083_p102_black_02.png
319,y-1933_1948-Artefact_02_1-Idriess-Over_the_range0084-p102_black.png,EAEA0-D2E2-4849-42DF-0,y_1933_1948_Artefact_02_1_Idriess_Over_the_range0084_p102_black.png
320,1936-nla.news-article193742344.5.pdf,EAEA0-CB04-5021-E658-0,1936_nla.news_article193742344.5.pdf
321,1933_1948-Artefact_02_1-Idriess-Over_the_range0084_001-p102.png,EAEA0-7566-C121-20AE-0,1933_1948_Artefact_02_1_Idriess_Over_the_range0084_001_p102.png
322,1933_1948-Artefact_02_2-Idriess-Over_the_range0084_001-p102.png,EAEA0-9665-1723-159C-0,1933_1948_Artefact_02_2_Idriess_Over_the_range0084_001_p102.png
323,y-1933_1948-Artefact_03_1-Idriess-Over_the_range0084-p102_black.png,EAEA0-39FE-0FF9-6DCB-0,y_1933_1948_Artefact_03_1_Idriess_Over_the_range0084_p102_black.png
324,1933_1948-Artefact_03_1-Idriess-Over_the_range0084_001-p102.png,EAEA0-4B41-D286-E6D9-0,1933_1948_Artefact_03_1_Idriess_Over_the_range0084_001_p102.png
325,1933_1948-Artefact_03_2-Idriess-Over_the_range0084_001-p102.png,EAEA0-E383-16A7-1E98-0,1933_1948_Artefact_03_2_Idriess_Over_the_range0084_001_p102.png
326,y-1933_1948-Artefact_04_2-Idriess-Over_the_range0085-p102.png,EAEA0-A1C7-843C-4C41-0,y_1933_1948_Artefact_04_2_Idriess_Over_the_range0085_p102.png
327,y-1933_1948-Artefact_04_1-Idriess-Over_the_range0085-p102.png,EAEA0-25B9-031F-6FB4-0,y_1933_1948_Artefact_04_1_Idriess_Over_the_range0085_p102.png
328,1933_1948-Artefact_04_1-Idriess-Over_the_range0085_001-p102.png,EAEA0-3B52-5C20-61EC-0,1933_1948_Artefact_04_1_Idriess_Over_the_range0085_001_p102.png
329,1933_1948-Artefact_04_2-Idriess-Over_the_range0085_001-p102.png,EAEA0-AE47-F853-B767-0,1933_1948_Artefact_04_2_Idriess_Over_the_range0085_001_p102.png
330,1934-Artefact01-nla.news-article230516978.5.jpg,EAEA0-A11B-1AFF-9667-0,1934_Artefact01_nla.news_article230516978.5.jpg
331,1935-Artefact01-nla.news-article180628845.5.jpg,EAEA0-4196-AF4C-9DFC-0,1935_Artefact01_nla.news_article180628845.5.jpg
332,1935-Artefact03-nla.news-article180628845.5.jpg,EAEA0-408C-5308-761B-0,1935_Artefact03_nla.news_article180628845.5.jpg
333,1940-Artefact-fig03-Frank-Botenstaebe_in_Australien-p345.JPG,EAEA0-26DF-3BD8-EF0C-0,1940_Artefact_fig03_Frank_Botenstaebe_in_Australien_p345.JPG
334,1935-Artefact04-nla.news-article180628845.5.jpg,EAEA0-6B53-E805-C0F2-0,1935_Artefact04_nla.news_article180628845.5.jpg
335,1935-Artefact05-nla.news-article180628845.5.jpg,EAEA0-4665-9387-20DB-0,1935_Artefact05_nla.news_article180628845.5.jpg
336,1935-Artefact06-nla.news-article180628845.5.jpg,EAEA0-F10F-C40E-936A-0,1935_Artefact06_nla.news_article180628845.5.jpg
337,1935-Artefact08-nla.news-article180628845.5.jpg,EAEA0-8E07-94DF-746F-0,1935_Artefact08_nla.news_article180628845.5.jpg
338,1935-Cartoon-nla.news-article180628845.5.jpg,EAEA0-DD53-341A-7360-0,1935_Cartoon_nla.news_article180628845.5.jpg
339,1936-nla.news-article193742344.5.jpg,EAEA0-CB04-5021-E658-0,1936_nla.news_article193742344.5.pdf
340,1942-Artefact01-nla.news-article75888536.5.jpg,EAEA0-6A22-626F-7258-0,1942_Artefact01_nla.news_article75888536.5.jpg
